code,TP,FP,FN,TN,precision,recall,specificity,f1,accuracy,balanced_accuracy,mcc,support_true,support_pred
C9_Regulatory_Mandatory_action_plan,11,0,0,0,0.9999999999999091,0.9999999999999091,0.0,0.9999999999994091,0.9999999999999091,0.49999999999995454,0.0,11,11
C9_Regulatory_Ban,7,0,0,4,0.9999999999998571,0.9999999999998571,0.99999999999975,0.9999999999993572,0.9999999999999091,0.9999999999998035,0.9999999999999644,7,7
C9_Regulatory_Mandatory_labelling,7,0,0,4,0.9999999999998571,0.9999999999998571,0.99999999999975,0.9999999999993572,0.9999999999999091,0.9999999999998035,0.9999999999999644,7,7
C9_Economic_Tax_incentive,3,0,0,8,0.9999999999996666,0.9999999999996666,0.999999999999875,0.9999999999991667,0.9999999999999091,0.9999999999997708,0.9999999999999584,3,3
C9_Regulatory_Moratorium,1,0,0,10,0.9999999999989999,0.9999999999989999,0.9999999999999,0.9999999999984999,0.9999999999999091,0.99999999999945,0.9999999999999,1,1
C9_Soft_Voluntary_certification,1,0,0,10,0.9999999999989999,0.9999999999989999,0.9999999999999,0.9999999999984999,0.9999999999999091,0.99999999999945,0.9999999999999,1,1
O : C5 Objectives - protect biodiversity and (marine) environment,10,1,0,0,0.9090909090908265,0.9999999999999,0.0,0.9523809523803628,0.9090909090908265,0.49999999999995,0.0,10,11
P : Mentioned,10,1,0,0,0.9090909090908265,0.9999999999999,0.0,0.9523809523803628,0.9090909090908265,0.49999999999995,0.0,10,11
AN : 3. Downstream,10,1,0,0,0.9090909090908265,0.9999999999999,0.0,0.9523809523803628,0.9090909090908265,0.49999999999995,0.0,10,11
AO : 4. Cross value chain,10,0,1,0,0.9999999999999,0.9090909090908265,0.0,0.9523809523803628,0.9090909090908265,0.45454545454541323,0.0,11,10
"C9_Soft_Assessment,_monitoring_and_evaluation",10,1,0,0,0.9090909090908265,0.9999999999999,0.0,0.9523809523803628,0.9090909090908265,0.49999999999995,0.0,10,11
L : C4 Objectives - protect human health,9,1,0,1,0.89999999999991,0.9999999999998889,0.49999999999975,0.9473684210520332,0.9090909090908265,0.7499999999998195,0.6708203932498868,9,10
M : Mentioned,9,1,0,1,0.89999999999991,0.9999999999998889,0.49999999999975,0.9473684210520332,0.9090909090908265,0.7499999999998195,0.6708203932498868,9,10
C9_Regulatory_Performance_standard,9,0,1,1,0.9999999999998889,0.89999999999991,0.9999999999989999,0.9473684210520332,0.9090909090908265,0.949999999999455,0.6708203932498868,10,9
C9_Regulatory_EPR,7,1,0,3,0.8749999999998906,0.9999999999998571,0.7499999999998125,0.9333333333327111,0.9090909090908265,0.8749999999998348,0.8100925873009514,7,8
AL : 1. Upstream,9,2,0,0,0.8181818181817438,0.9999999999998889,0.0,0.8999999999994149,0.8181818181817438,0.49999999999994443,0.0,9,11
AM : 2. Midstream,9,2,0,0,0.8181818181817438,0.9999999999998889,0.0,0.8999999999994149,0.8181818181817438,0.49999999999994443,0.0,9,11
A : C1 Objectives - end plastic pollution,8,3,0,0,0.7272727272726611,0.999999999999875,0.0,0.8421052631573185,0.7272727272726611,0.4999999999999375,0.0,8,11
C9_Regulatory_Mandatory_reports,8,3,0,0,0.7272727272726611,0.999999999999875,0.0,0.8421052631573185,0.7272727272726611,0.4999999999999375,0.0,8,11
C9_Soft_Promotion_of_RandI,8,3,0,0,0.7272727272726611,0.999999999999875,0.0,0.8421052631573185,0.7272727272726611,0.4999999999999375,0.0,8,11
C9_Soft_Education_programs,5,2,0,4,0.7142857142856123,0.9999999999997999,0.6666666666665555,0.8333333333327083,0.8181818181817438,0.8333333333331777,0.6900655593423305,5,7
AA : Mentioned,6,3,0,2,0.6666666666665926,0.9999999999998334,0.39999999999992,0.7999999999994133,0.7272727272726611,0.6999999999998767,0.5163977794943001,6,9
"C : Mentioned, no time frame",6,2,1,2,0.7499999999999063,0.8571428571427346,0.499999999999875,0.7999999999993955,0.7272727272726611,0.6785714285713048,0.3857583749052149,7,8
C9_Economic_Public_procurement,2,1,0,8,0.6666666666664445,0.9999999999995,0.8888888888887901,0.7999999999991999,0.9090909090908265,0.9444444444441451,0.7698003589194641,2,3
K : Not mentioned,6,0,4,1,0.9999999999998334,0.59999999999994,0.9999999999989999,0.7499999999994374,0.6363636363635785,0.79999999999947,0.3464101615137555,10,6
C9_Regulatory_Requirements_and_surveillance_in_trade_systems,4,2,1,4,0.6666666666665555,0.79999999999984,0.6666666666665555,0.7272727272720991,0.7272727272726611,0.7333333333331977,0.46666666666665113,5,6
C9_Soft_Harmonization,5,4,0,2,0.5555555555554939,0.9999999999997999,0.33333333333327775,0.7142857142851531,0.6363636363635785,0.6666666666665388,0.43033148291191675,5,9
Z : C6 Objectives - addressing the full life cycle of plastics,6,3,2,0,0.6666666666665926,0.7499999999999063,0.0,0.7058823529405952,0.5454545454544959,0.37499999999995315,-0.288675134594799,8,9
N : Not mentioned,1,0,1,9,0.9999999999989999,0.49999999999975,0.9999999999998889,0.6666666666657777,0.9090909090908265,0.7499999999998195,0.6708203932498868,2,1
C9_Soft_Expert_group,4,5,0,2,0.44444444444439507,0.99999999999975,0.2857142857142449,0.6153846153840946,0.5454545454544959,0.6428571428569975,0.3563483225498833,4,9
C9_Soft_Information_and_Guidance,4,6,0,1,0.39999999999996,0.99999999999975,0.14285714285712245,0.5714285714280816,0.45454545454541323,0.5714285714284362,0.23904572186686446,4,10
C9_Economic_Penalty,2,3,0,6,0.39999999999992,0.9999999999995,0.6666666666665926,0.571428571428,0.7272727272726611,0.8333333333330463,0.5163977794943001,2,5
E : C2 Objectives - reduce production of plastics,3,5,0,3,0.37499999999995315,0.9999999999996666,0.37499999999995315,0.5454545454540496,0.5454545454544959,0.6874999999998099,0.3749999999999844,3,8
H : Not mentioned,3,0,5,3,0.9999999999996666,0.37499999999995315,0.9999999999996666,0.5454545454540496,0.5454545454544959,0.6874999999998099,0.3749999999999844,8,3
AH : Mentioned,4,7,0,0,0.36363636363633056,0.99999999999975,0.0,0.533333333332871,0.36363636363633056,0.499999999999875,0.0,4,11
C9_Soft_Knowledge_sharing,4,7,0,0,0.36363636363633056,0.99999999999975,0.0,0.533333333332871,0.36363636363633056,0.499999999999875,0.0,4,11
C9_Economic_RandD_funding,2,4,0,5,0.33333333333327775,0.9999999999995,0.5555555555554939,0.4999999999994999,0.6363636363635785,0.7777777777774969,0.43033148291191675,2,6
C9_Economic_Subsidy,2,4,0,5,0.33333333333327775,0.9999999999995,0.5555555555554939,0.4999999999994999,0.6363636363635785,0.7777777777774969,0.43033148291191675,2,6
B : Mentioned with time frame,1,2,0,8,0.33333333333322224,0.9999999999989999,0.79999999999992,0.499999999999375,0.8181818181817438,0.8999999999994599,0.5163977794942889,1,3
C9_Regulatory_Mandatory_certification,1,1,1,8,0.49999999999975,0.49999999999975,0.8888888888887901,0.49999999999924993,0.8181818181817438,0.6944444444442701,0.3888888888888673,2,2
"G : Mentioned, no specification",2,5,0,4,0.2857142857142449,0.9999999999995,0.44444444444439507,0.44444444444399994,0.5454545454544959,0.7222222222219475,0.3563483225498833,2,7
I : C3 Objectives - benefits of plastics,1,4,0,6,0.19999999999996,0.9999999999989999,0.59999999999994,0.3333333333329444,0.6363636363635785,0.79999999999947,0.3464101615137555,1,5
J : Mentioned,1,4,0,6,0.19999999999996,0.9999999999989999,0.59999999999994,0.3333333333329444,0.6363636363635785,0.79999999999947,0.3464101615137555,1,5
C9_Regulatory_Mandatory_infrastructure,1,6,0,4,0.14285714285712245,0.9999999999989999,0.39999999999996,0.24999999999971875,0.45454545454541323,0.6999999999994799,0.23904572186686446,1,7
D : Not mentioned,0,0,3,8,0.0,0.0,0.999999999999875,0.0,0.7272727272726611,0.4999999999999375,0.0,3,0
Q : Not mentioned,0,0,1,10,0.0,0.0,0.9999999999999,0.0,0.9090909090908265,0.49999999999995,0.0,1,0
AC : Partial mention,0,0,2,9,0.0,0.0,0.9999999999998889,0.0,0.8181818181817438,0.49999999999994443,0.0,2,0
AD : C7 Objectives - other objectives,0,0,0,11,0.0,0.0,0.9999999999999091,0.0,0.9999999999999091,0.49999999999995454,0.0,0,0
AE : Circular economy,0,8,0,3,0.0,0.0,0.27272727272724795,0.0,0.27272727272724795,0.13636363636362397,0.0,0,8
AF : Climate change,0,4,0,7,0.0,0.0,0.6363636363635785,0.0,0.6363636363635785,0.31818181818178926,0.0,0,4
AG : ESM,0,8,0,3,0.0,0.0,0.27272727272724795,0.0,0.27272727272724795,0.13636363636362397,0.0,0,8
AI : Not mentioned,0,0,0,11,0.0,0.0,0.9999999999999091,0.0,0.9999999999999091,0.49999999999995454,0.0,0,0
AJ : Sustainable production,0,8,0,3,0.0,0.0,0.27272727272724795,0.0,0.27272727272724795,0.13636363636362397,0.0,0,8
C9_Economic_Trading_system,0,2,0,9,0.0,0.0,0.8181818181817438,0.0,0.8181818181817438,0.4090909090908719,0.0,0,2
C9_Regulatory_Judicial_measure,0,3,0,8,0.0,0.0,0.7272727272726611,0.0,0.7272727272726611,0.36363636363633056,0.0,0,3
F : Mentioned with specification,0,1,1,9,0.0,0.0,0.89999999999991,0.0,0.8181818181817438,0.449999999999955,-0.09999999999999,1,1
C9_Economic_Deposit_systems,0,1,1,9,0.0,0.0,0.89999999999991,0.0,0.8181818181817438,0.449999999999955,-0.09999999999999,1,1
C9_Soft_Voluntary_labelling,0,1,1,9,0.0,0.0,0.89999999999991,0.0,0.8181818181817438,0.449999999999955,-0.09999999999999,1,1
C9_Regulatory_Legal_recognition,0,3,1,7,0.0,0.0,0.69999999999993,0.0,0.6363636363635785,0.349999999999965,-0.19364916731035833,1,3
AB : Not mentioned,0,2,3,6,0.0,0.0,0.7499999999999063,0.0,0.5454545454544959,0.37499999999995315,-0.288675134594799,3,2
